headline,rank,scraped_at,source,topic_name
"Covid-19 Shuts Down Plants in China, Hitting Apple Supplier, Auto Makers",8,2022-03-14 14:01:05.406003+00:00,wsj,China Outbreak Lockdown Covid
Rise of Omicron Subvariant in Europe Could Be Sign for U.S.,8,2022-03-17 14:00:44.971070+00:00,nytimes,Omicron Deadly
"As Covid Data Mounts, the J.&J. Vaccine Is Holding Its Own",8,2022-03-16 01:00:38.547057+00:00,nytimes,Covid Data 19
Moderna Asks F.D.A. to Authorize a Second Booster for All Adults,8,2022-03-18 14:00:35.850956+00:00,nytimes,Booster Fda Second
White House: Omicron BA.2 COVID variant has circulated in U.S. for some time ,8,2022-03-15 01:01:55.564204+00:00,reuters,Covid Data 19
China’s Covid-19 Flare-Up Threatens Backlog at Port,9,2022-03-19 14:01:00.392041+00:00,wsj,China Outbreak Lockdown Covid
Surge of Omicron Infections Prompts Lockdowns in China,9,2022-03-14 14:00:45.171413+00:00,nytimes,Omicron Deadly
"On Pacific Islands Covid Once Spared, an Outbreak Accentuates Inequality",9,2022-03-14 01:00:39.396305+00:00,nytimes,Covid Data 19
Inside the High-Stakes Race to Test the Covid Tests,9,2022-03-15 14:00:34.818804+00:00,nytimes,Covid Data 19
"Will Covid, like flu, be a serious disease that the public shrugs off even as it continues to cause large numbers of deaths?",9,2022-03-18 14:00:35.850956+00:00,nytimes,Covid Data 19
Moderna Asks F.D.A. to Authorize a Second Booster for All Adults,9,2022-03-18 01:00:46.108878+00:00,nytimes,Booster Fda Second
Covid updates: Unvaccinated Yankees and Mets players may be unable to play in New York because of a city mandate.,9,2022-03-16 01:00:38.547057+00:00,nytimes,Covid Updates Unvaccinated Young Vaccinate
U.S. COVID local aid emerges as key social policy tool as Biden spending plans stall ,9,2022-03-12 15:01:56.445124+00:00,reuters,Local Stall Aid Emerges Key
Moderna seeks FDA authorization for second COVID booster for all adults ,9,2022-03-19 01:03:18.378111+00:00,reuters,Booster Fda Second
Chinese President Vows to Control Covid Outbreak With Smallest Cost,10,2022-03-17 14:01:07.100238+00:00,wsj,China Outbreak Lockdown Covid
Chinese President Vows to Control Covid Outbreak With Smallest Cost,10,2022-03-18 01:00:54.488598+00:00,wsj,China Outbreak Lockdown Covid
China Reports Its First Covid Deaths in Over a Year,10,2022-03-19 14:00:47.862725+00:00,nytimes,China Outbreak Lockdown Covid
China’s Covid Lockdowns Set to Further Disrupt Supply Chains,10,2022-03-15 14:00:34.818804+00:00,nytimes,China Outbreak Lockdown Covid
Asia Grapples With Omicron as Cases Rise Again in Europe,10,2022-03-16 14:00:37.239804+00:00,nytimes,Omicron Deadly
"With a Flurry of High-Profile Covid Cases, Washington Is Again on Edge",10,2022-03-18 01:00:46.108878+00:00,nytimes,Covid Data 19
Washington is once again on edge after a flurry of high-profile coronavirus cases.,10,2022-03-18 14:00:35.850956+00:00,nytimes,Covid Data 19
"Doug Emhoff, the husband of Vice President Kamala Harris, has tested positive for the coronavirus.",10,2022-03-16 01:00:38.547057+00:00,nytimes,Positive Tests Covid
New York City's St Patrick's Day parade returns after COVID hiatus ,10,2022-03-19 14:01:57.172212+00:00,reuters,Covid Hiatus Parade Returns
White House Issues Warning as Covid-19 Funding Stalls,11,2022-03-12 15:01:58.747015+00:00,wsj,Local Stall Aid Emerges Key
Merck’s Covid-19 Pill Heavily Used So Far Despite Concerns,11,2022-03-14 14:01:05.406003+00:00,wsj,Covid Data 19
Pfizer Asks FDA to Authorize Second Covid-19 Booster Dose,11,2022-03-16 01:00:53.111888+00:00,wsj,Booster Fda Second
China’s strict measures come as other nations in the region are easing rules. Here’s the latest on Covid.,11,2022-03-15 14:00:34.818804+00:00,nytimes,China Outbreak Lockdown Covid
Surge of Omicron Infections Prompts Lockdowns in China,11,2022-03-15 01:00:39.075220+00:00,nytimes,Omicron Deadly
Europe’s rising caseloads could foreshadow a second Omicron surge in the U.S.,11,2022-03-18 01:00:46.108878+00:00,nytimes,Omicron Deadly
"President Biden’s Covid czar, Jeffrey Zients, is stepping down. His replacement could signal a new approach.",11,2022-03-17 14:00:44.971070+00:00,nytimes,Zients Replaced Covid Chief
"In Impasse Over New Covid Relief Aid, Neither Side Is Willing to Bend",11,2022-03-16 14:00:37.239804+00:00,nytimes,Local Stall Aid Emerges Key
Former President Obama tests positive for the coronavirus.,11,2022-03-14 01:00:39.396305+00:00,nytimes,Positive Tests Covid
Parents: Will you vaccinate your young children? We want to hear how you’re approaching the decision.,11,2022-03-14 14:00:45.171413+00:00,nytimes,Covid Updates Unvaccinated Young Vaccinate
U.S. COVID local aid emerges as key social policy tool as Biden spending plans stall ,11,2022-03-13 02:01:48.966249+00:00,reuters,Local Stall Aid Emerges Key
Moderna seeks FDA authorization for second COVID booster for all adults ,11,2022-03-19 14:01:57.172212+00:00,reuters,Booster Fda Second
U.S. VP Harris's husband tests positive for COVID-19 -White House ,11,2022-03-16 01:01:52.121218+00:00,reuters,Positive Tests Covid
"Oregon and Washington State, known for their cautious Covid strategies, lift their statewide mask mandates.",12,2022-03-13 02:00:34.820995+00:00,nytimes,Mask Masks Ditch 98
"A new, hybrid coronavirus variant found in Europe and the U.S. is unlikely to cause trouble, scientists say.",12,2022-03-12 15:00:45.257959+00:00,nytimes,Covid Data 19
"Covid restrictions prevented dengue in hundreds of thousands of people in 2020, a study found. Here’s the latest.",12,2022-03-14 14:00:45.171413+00:00,nytimes,Covid Data 19
Oil prices fell below $100 a barrel as China’s Covid-19 outbreak threatened demand. Follow business updates.,12,2022-03-15 14:00:34.818804+00:00,nytimes,Oil Prices Soaring America
U.S. COVID chief Zients to be replaced by Brown University health expert Jha ,12,2022-03-18 14:01:41.109954+00:00,reuters,Zients Replaced Covid Chief
"JPMorgan to resume hiring unvaccinated individuals, drop mask mandate -memo ",12,2022-03-15 01:01:55.564204+00:00,reuters,Mask Masks Ditch 98
Rand Paul pledges to 'get to the bottom' of Fauci's COVID response,13,2022-03-19 14:00:33.164778+00:00,foxnews,Steady Paychecks Taught Americans Let Go
"Amid calls to do more to fight Covid abroad, the U.S. aims to contribute to a vaccine effort for the next disease.",13,2022-03-12 15:00:45.257959+00:00,nytimes,Covid Data 19
The F.D.A. has extended the shelf life of Johnson & Johnson’s Covid shot by three months.,13,2022-03-13 02:00:34.820995+00:00,nytimes,Covid Data 19
"Covid updates: The N.B.A. fined the Nets $50,000 for allowing Kyrie Irving, who is unvaccinated, in their locker room.",13,2022-03-15 01:00:39.075220+00:00,nytimes,Covid Updates Unvaccinated Young Vaccinate
Covid-19 Taught Americans How to Let Go of Their Steady Paychecks,14,2022-03-12 15:01:58.747015+00:00,wsj,Steady Paychecks Taught Americans Let Go
Covid Taught Americans How to Let Go of Their Steady Paychecks,14,2022-03-13 14:01:40.717375+00:00,wsj,Steady Paychecks Taught Americans Let Go
A lot of COVID regulations weren't really about science,14,2022-03-16 14:00:29.428096+00:00,foxnews,Covid Data 19
U.S. COVID local aid emerges as key social policy tool as Biden spending plans stall ,14,2022-03-13 14:01:32.203265+00:00,reuters,Local Stall Aid Emerges Key
Exclusive: U.S. seeks to expand Trump-era COVID data collection under CDC ,14,2022-03-15 14:01:33.999921+00:00,reuters,Covid Data 19
White House Issues Warning as Covid-19 Funding Stalls,15,2022-03-13 02:00:42.498530+00:00,wsj,Local Stall Aid Emerges Key
Ivermectin Didn’t Reduce Covid-19 Hospitalizations in Largest Trial to Date,15,2022-03-18 14:01:47.780817+00:00,wsj,Covid Data 19
Fauci warns Americans could face more lockdowns amid spread of new COVID-19 variant,15,2022-03-19 01:00:28.361830+00:00,foxnews,Steady Paychecks Taught Americans Let Go
"POSITIVE TEST: Former President Obama says he has COVID-19, reveals symptoms",15,2022-03-14 01:00:28.210074+00:00,foxnews,Positive Tests Covid
Ivermectin Didn’t Reduce Covid-19 Hospitalizations in Largest Trial to Date,16,2022-03-19 01:00:49.665832+00:00,wsj,Covid Data 19
Second gentleman Doug Emhoff tests positive for COVID-19,16,2022-03-16 01:00:29.301640+00:00,foxnews,Positive Tests Covid
"They Have Millions in Covid Aid, but Disagree Over How to Spend It",16,2022-03-12 02:00:41.911230+00:00,nytimes,Local Stall Aid Emerges Key
U.S. COVID local aid emerges as key social policy tool as Biden spending plans stall ,16,2022-03-14 01:01:48.791217+00:00,reuters,Local Stall Aid Emerges Key
98% of U.S. population can ditch masks as COVID eases -CDC ,17,2022-03-12 02:01:43.423294+00:00,reuters,Mask Masks Ditch 98
98% of U.S. population can ditch masks as COVID eases -CDC ,17,2022-03-12 15:01:56.445124+00:00,reuters,Mask Masks Ditch 98
Covid Taught Americans How to Let Go of Their Steady Paychecks,18,2022-03-13 02:00:42.498530+00:00,wsj,Steady Paychecks Taught Americans Let Go
New audit shows Cuomo undercounted COVID nursing home deaths,18,2022-03-16 01:00:29.301640+00:00,foxnews,Covid Data 19
U.S. Life Insurance Sales Rise on Covid-19 Fears,19,2022-03-15 14:01:40.334913+00:00,wsj,Covid Data 19
U.S. COVID chief Zients to be replaced by Brown University health expert Jha ,19,2022-03-19 01:03:18.378111+00:00,reuters,Zients Replaced Covid Chief
98% of U.S. population can ditch masks as COVID eases -CDC ,19,2022-03-13 02:01:48.966249+00:00,reuters,Mask Masks Ditch 98
"JPMorgan to resume hiring unvaccinated individuals, drop mask mandate -memo ",19,2022-03-15 14:01:33.999921+00:00,reuters,Mask Masks Ditch 98
Pfizer Asks FDA to Authorize Second Covid Booster Dose,21,2022-03-16 14:00:52.553425+00:00,wsj,Booster Fda Second
Why Omicron Is So Deadly in Hong Kong,21,2022-03-18 14:00:35.850956+00:00,nytimes,Omicron Deadly
How Millions of Lives Might Have Been Saved From Covid-19,21,2022-03-12 15:00:45.257959+00:00,nytimes,Covid Data 19
Barack Obama Tests Positive for Covid-19,23,2022-03-14 01:01:49.677739+00:00,wsj,Positive Tests Covid
Morning Bid: COVID comes back ,23,2022-03-14 14:02:05.763384+00:00,reuters,Morning Bid Back
Morning Bid: COVID comes back ,23,2022-03-15 01:01:55.564204+00:00,reuters,Morning Bid Back
How Millions of Lives Might Have Been Saved From Covid-19,25,2022-03-12 02:00:41.911230+00:00,nytimes,Covid Data 19
"U.S. will run out of key COVID treatments without more funds, White House says ",25,2022-03-16 01:01:52.121218+00:00,reuters,Zients Replaced Covid Chief
Why Omicron Is So Deadly in Hong Kong,26,2022-03-19 01:00:42.739372+00:00,nytimes,Omicron Deadly
Pfizer-BioNTech seek U.S. OK for second COVID booster for 65 and older ,26,2022-03-16 01:01:52.121218+00:00,reuters,Booster Fda Second
White House Issues Warning as Covid-19 Funding Stalls,27,2022-03-13 14:01:40.717375+00:00,wsj,Local Stall Aid Emerges Key
Why Omicron Is So Deadly in Hong Kong,27,2022-03-19 14:00:47.862725+00:00,nytimes,Omicron Deadly
What Long Covid Shows Us About the Limits of Medicine,27,2022-03-18 14:00:35.850956+00:00,nytimes,Covid Data 19
Covid Taught Americans How to Let Go of Their Steady Paychecks,28,2022-03-14 01:01:49.677739+00:00,wsj,Steady Paychecks Taught Americans Let Go
Second Gentleman Doug Emhoff Tests Positive for Covid-19,28,2022-03-16 01:00:53.111888+00:00,wsj,Positive Tests Covid
The Pandemic Is Two Years Old. Baseball’s Vaccination Problem is Just Beginning.,29,2022-03-18 14:01:47.780817+00:00,wsj,Covid Updates Unvaccinated Young Vaccinate
10 biggest COVID mistakes – Americans deserve an apology from the medical experts,29,2022-03-16 14:00:29.428096+00:00,foxnews,Covid Data 19
Why Do Some People Never Get Covid?,29,2022-03-13 14:00:31.673585+00:00,nytimes,Covid Data 19
"COVID, War and Fed push world stocks down for 4th day ",29,2022-03-15 14:01:33.999921+00:00,reuters,China Outbreak Lockdown Covid
Why Do Some People Never Get Covid?,30,2022-03-13 02:00:34.820995+00:00,nytimes,Covid Data 19
Long Covid Holds a Mirror Up to Medicine,30,2022-03-18 01:00:46.108878+00:00,nytimes,Covid Data 19
"MDMA use drops due to COVID lockdowns, other drugs rise -EU report ",30,2022-03-19 01:03:18.378111+00:00,reuters,Covid Data 19
"MDMA use drops due to COVID lockdowns, other drugs rise -EU report ",30,2022-03-19 14:01:57.172212+00:00,reuters,Covid Data 19
"BREAKING Covid-19 hospitalizations hit a pandemic low in the US, HHS data shows ",12,2022-04-01 14:00:43.437556+00:00,cnn,Covid 19 Study
What an expert says you should consider before getting a 2nd Covid-19 booster,15,2022-04-01 01:00:41.579455+00:00,cnn,Booster Second Shot
"A Covid-19 spike like the one in China is unlikely in the US, experts say. Here's why",20,2022-03-31 14:00:37.733832+00:00,cnn,Covid 19 Study
"FDA, CDC Endorse Second Covid-19 Booster Shot for Adults 50 and Over",4,2022-03-30 01:00:45.255299+00:00,wsj,Booster Second Shot
Senators Eye $10 Billion Covid-19 Deal Ahead of Possible Resurgence,5,2022-04-02 14:00:41.894974+00:00,wsj,Scary 10 Banks Apple
Unreported Covid-19 Deaths Plague a Shanghai Hospital for the Elderly,6,2022-04-01 01:00:48.365105+00:00,wsj,Covid 19 Study
"Despite High Covid-19 Case Counts, Asian Nations Learn to Live With the Virus",9,2022-03-30 14:01:50.023321+00:00,wsj,Covid 19 Study
"Despite High Covid-19 Case Counts, Asian Nations Learn to Live With the Virus",10,2022-03-31 01:00:49.844103+00:00,wsj,Covid 19 Study
Unreported Covid-19 Deaths Plague a Shanghai Hospital for the Elderly,10,2022-03-31 14:00:50.520577+00:00,wsj,Covid 19 Study
Who Should Get a Second Covid-19 Booster Shot?,11,2022-03-30 14:01:50.023321+00:00,wsj,Booster Second Shot
Shanghai to Put 25 Million in a Staggered Covid Lockdown,12,2022-03-28 01:00:46.418716+00:00,wsj,China Ipo Shanghai Lockdown
Stopping a Pandemic Deadlier Than CovidLong read,15,2022-03-26 01:00:43.808511+00:00,wsj,Covid 19 Study
"Walgreens Posts Higher Sales, Powered by Covid-19 Vaccine, Testing Demand",18,2022-03-31 14:00:50.520577+00:00,wsj,Covid 19 Study
"H&M Struggles With Russian Closures, Surging Costs and New Covid-19 Disruptions",20,2022-03-31 14:00:50.520577+00:00,wsj,Covid 19 Study
"Lululemon Posts Stronger Sales, Profit Despite Omicron",22,2022-03-30 01:00:45.255299+00:00,wsj,Lululemon Sales Treads Salty
Shanghai Battles Covid-19 Outbreaks in Another Elderly-Care Hospital,26,2022-04-02 01:00:48.876943+00:00,wsj,Covid 19 Study
Biden Administration Begins Vaccinating Asylum Seekers at Southern Border,26,2022-03-29 01:01:14.380952+00:00,wsj,Border 42 Title
Covid Pummeled U.S. Legal System. It May Take Years to Catch Up,27,2022-03-26 01:00:43.808511+00:00,wsj,Covid 19 Study
U.S. Healthcare Spending Growth Slowed in 2021 After Covid-19 Surge,28,2022-03-29 01:01:14.380952+00:00,wsj,Covid 19 Study
Supreme Court Sides With Pentagon on Vaccine Mandate,28,2022-03-26 01:00:43.808511+00:00,wsj,Navy Supreme Court
Shanghai Battles Covid-19 Outbreaks in Another Elderly-Care Hospital,29,2022-04-02 14:00:41.894974+00:00,wsj,Covid 19 Study
Lawmakers battle over COVID funding,7,2022-03-31 01:00:27.264400+00:00,foxnews,Covid Aid Uninsured Stops Biden Pleads
Dr. Makary: No data 4th COVID shot reduces risk of hospitalization,10,2022-03-30 01:00:22.458010+00:00,foxnews,Covid 19 Study
Supreme Court rules on Biden admin request to limit deployment of the unvaccinated,15,2022-03-26 01:00:25.465528+00:00,foxnews,Unvaccinated Workers Mounting
Biden administration to offer COVID-19 boosters to older Americans,18,2022-03-26 14:00:23.360605+00:00,foxnews,Booster Second Shot
"Fox Corp's Lachlan Murdoch takes on Big Tech censorship, COVID lockdowns in speech touting Australian 'identity'",19,2022-03-31 14:00:34.637804+00:00,foxnews,Words Language Popular
Top House Dem signals fight for more COVID relief spending is far from over,20,2022-03-26 01:00:25.465528+00:00,foxnews,Covid 19 Study
New study reveals COVID vaccine for kids is less effective against some strains,22,2022-04-02 14:00:21.701611+00:00,foxnews,Covid 19 Study
SOUNDING THE ALARM: Fauci issues new warning about COVID-19 restrictions,26,2022-03-30 01:00:22.458010+00:00,foxnews,Covid 19 Study
"Supreme Court rules on Biden admin request to limit deployment of the unvaccinated
",28,2022-03-26 14:00:23.360605+00:00,foxnews,Unvaccinated Workers Mounting
Outbreak at Shanghai Hospital Exposes Covid’s Risks to China’s Seniors,3,2022-04-02 14:00:32.017008+00:00,nytimes,Covid 19 Study
A new wave of Covid-19 cases is coming. Here are seven steps you can take to minimize your risk.,4,2022-04-02 14:00:32.017008+00:00,nytimes,Covid 19 Study
"Coronavirus updates: Britain cut its Covid surveillance programs, a major bellwether for variants.",5,2022-04-02 14:00:32.017008+00:00,nytimes,Covid 19 Study
New Antiviral Pills Help Treat Covid. Here’s How to Get Them.,7,2022-03-27 14:00:32.799315+00:00,nytimes,Covid 19 Study
"Black Americans Face Disparities in Long Covid Treatment, Experts Say",8,2022-03-29 14:00:35.232186+00:00,nytimes,Covid 19 Study
Biden Appeals to Congress for Covid Aid,8,2022-03-31 01:00:38.590888+00:00,nytimes,Covid Aid Uninsured Stops Biden Pleads
"Hawaii lifted its indoor mask mandate and travel restrictions, the last state to do so. Follow Covid updates.",8,2022-03-27 14:00:32.799315+00:00,nytimes,Mask Mandate
F.D.A. Allows Second Coronavirus Boosters for Everyone 50 and Older,9,2022-03-30 01:00:35.141753+00:00,nytimes,Booster Second Shot
"The anti-parasitic drug ivermectin showed no sign of alleviating the coronavirus, a large clinical trial found.",9,2022-03-31 01:00:38.590888+00:00,nytimes,Covid 19 Study
"As Biden Pleads for More Covid Aid, States Are Awash in Federal Dollars",9,2022-04-01 14:00:30.857815+00:00,nytimes,Covid Aid Uninsured Stops Biden Pleads
New Antiviral Pills Help Treat Covid. Here’s How to Get Them.,10,2022-03-28 01:00:39.604689+00:00,nytimes,Covid 19 Study
The Omicron Subvariant Is Now Dominant in the United States,10,2022-03-30 01:00:35.141753+00:00,nytimes,Age Fading Fast Us Want
Omicron Subvariant Becomes Dominant in the United States,10,2022-03-30 14:00:35.632189+00:00,nytimes,Age Fading Fast Us Want
Hawaii Lifts Mask Mandate and Covid Travel Restrictions,10,2022-03-27 01:00:37.296526+00:00,nytimes,Mask Mandate
"States are closing mass test and vaccine sites, but some experts question the scaling back of services.",10,2022-03-31 01:00:38.590888+00:00,nytimes,Close Scale Detention Centers Back Four
"The F.D.A. authorized a second coronavirus booster for everyone 50 and older, an effort to bolster waning immunity.",11,2022-03-30 14:00:35.632189+00:00,nytimes,Booster Second Shot
The head of the C.I.A. tested positive for coronavirus and has mild symptoms.,11,2022-04-01 01:00:34.004853+00:00,nytimes,Covid 19 Study
The Morning: Reducing Covid’s Toll,14,2022-03-28 14:00:32.376780+00:00,nytimes,Covid 19 Study
Covid Antibody Drug Is Restricted in Northeast U.S.,16,2022-03-26 01:00:35.356443+00:00,nytimes,Covid 19 Study
I’m Tired of Judging Other People’s Covid Choices,18,2022-03-31 14:00:44.326705+00:00,nytimes,Covid 19 Study
We Study Virus Evolution. Here’s Where We Think the Coronavirus Is Going.,23,2022-03-29 01:00:36.230401+00:00,nytimes,Covid 19 Study
America Is Running Out of Money to Fight Covid,23,2022-03-29 14:00:35.232186+00:00,nytimes,Covid 19 Study
We Study Virus Evolution. Here’s Where We Think the Coronavirus Is Going.,23,2022-03-28 14:00:32.376780+00:00,nytimes,Covid 19 Study
I’m Tired of Judging Other People’s Covid Choices,24,2022-04-01 01:00:34.004853+00:00,nytimes,Covid 19 Study
The Revealing Reason Africa Asked to Delay Covid-19 Vaccine Donations,25,2022-03-28 01:00:39.604689+00:00,nytimes,Covid 19 Study
How Covid Stole Our Time and How We Can Get It Back,26,2022-03-27 01:00:37.296526+00:00,nytimes,Covid 19 Study
I’m Tired of Judging Other People’s Covid Choices,27,2022-04-01 14:00:30.857815+00:00,nytimes,Covid 19 Study
We Study Virus Evolution. Here’s Where We Think the Coronavirus Is Going.,27,2022-03-29 14:00:35.232186+00:00,nytimes,Covid 19 Study
Getting Covid Shots in the Littlest Arms Might Not Be That Easy,27,2022-03-27 01:00:37.296526+00:00,nytimes,Covid 19 Study
 Africa’s Low Vaccination Rates Should Concern Everyone,28,2022-03-27 14:00:32.799315+00:00,nytimes,Covid 19 Study
U.S. to end COVID order blocking asylum seekers at border with Mexico ,2,2022-04-02 01:01:51.537153+00:00,reuters,Mexico Order Migrants End Covid
"Biden gets second booster shot, pushes for more COVID funding ",3,2022-03-31 14:01:45.490289+00:00,reuters,Booster Second Shot
U.S. Senate negotiators near agreement on $10 bln round of COVID funds ,3,2022-04-01 01:01:50.888081+00:00,reuters,Scary 10 Banks Apple
"U.S. preps for possible spike in border crossings, as officials mull lifting COVID curbs ",3,2022-03-30 01:01:32.780961+00:00,reuters,Mexico Order Migrants End Covid
"White House deputy press secretary has COVID, Biden not close contact ",4,2022-03-28 14:01:28.351049+00:00,reuters,White House Info
U.S. to end COVID order blocking asylum seekers at border with Mexico ,4,2022-04-02 14:01:38.300871+00:00,reuters,Mexico Order Migrants End Covid
"U.S. to end COVID-era order blocking migrants at Mexico border, sources say ",7,2022-03-31 01:01:48.680896+00:00,reuters,Mexico Order Migrants End Covid
"The Covid effect: Sheds, Hong Kong, Conferences: podcast ",10,2022-03-27 01:01:41.463412+00:00,reuters,Covid 19 Study
"The Covid effect: Sheds, Hong Kong, Conferences: podcast ",10,2022-03-27 14:01:33.313037+00:00,reuters,Covid 19 Study
COVID weighing less and less on the U.S. job market ,10,2022-04-02 14:01:38.300871+00:00,reuters,Job Rate Market
Shanghai expands COVID lockdown as new daily cases surge by a third ,10,2022-03-30 14:01:50.176330+00:00,reuters,China Ipo Shanghai Lockdown
COVID weighing less and less on the U.S. job market ,11,2022-04-02 01:01:51.537153+00:00,reuters,Job Rate Market
U.S. Senate negotiators near agreement on $10 bln round of COVID funds ,11,2022-04-01 14:01:44.339358+00:00,reuters,Scary 10 Banks Apple
U.S. Supreme Court backs Navy in fight with anti-vaccine SEALs ,11,2022-03-26 01:02:35.569943+00:00,reuters,Navy Supreme Court
CIA director tests positive for COVID -agency ,12,2022-04-01 01:01:50.888081+00:00,reuters,Covid 19 Study
U.S. Supreme Court backs Navy in fight with anti-vaccine SEALs ,12,2022-03-26 14:02:54.304204+00:00,reuters,Navy Supreme Court
Migrants stuck in Mexico hopeful U.S. will lift COVID-era expulsion policy at border ,12,2022-03-31 14:01:45.490289+00:00,reuters,Mexico Order Migrants End Covid
"U.S. to end COVID-era order blocking migrants at Mexico border, sources say ",15,2022-03-31 14:01:45.490289+00:00,reuters,Mexico Order Migrants End Covid
Costs of going unvaccinated in America are mounting for workers and companies ,15,2022-03-26 01:02:35.569943+00:00,reuters,Unvaccinated Workers Mounting
Pfizer/BioNTech COVID vaccine slashes pediatric hospitalization risk -U.S. study ,16,2022-03-31 14:01:45.490289+00:00,reuters,Covid 19 Study
Costs of going unvaccinated in America are mounting for workers and companies ,16,2022-03-26 14:02:54.304204+00:00,reuters,Unvaccinated Workers Mounting
U.S. authorizes second COVID booster for Americans 50 and older ,18,2022-03-30 01:01:32.780961+00:00,reuters,Booster Second Shot
CIA director tests positive for COVID -agency ,19,2022-04-01 14:01:44.339358+00:00,reuters,Covid 19 Study
U.S. Supreme Court backs Navy in fight with anti-vaccine SEALs ,19,2022-03-28 01:01:43.318785+00:00,reuters,Navy Supreme Court
"Biden gets second booster shot, pushes for more COVID funding ",21,2022-04-01 01:01:50.888081+00:00,reuters,Booster Second Shot
China $9 bln IPO plans stalled amid COVID outbreak - filings ,23,2022-03-30 14:01:50.176330+00:00,reuters,China Ipo Shanghai Lockdown
"Biden gets second booster shot, pushes for more COVID funding ",24,2022-03-31 01:01:48.680896+00:00,reuters,Booster Second Shot
China $9 bln IPO plans stalled amid COVID outbreak - filings ,29,2022-03-31 01:01:48.680896+00:00,reuters,China Ipo Shanghai Lockdown
Media darling who accused Florida of distorting COVID data proven wrong,3,2022-06-01 01:00:25.839235+00:00,foxnews,Lawyer Clinton Stormy Daniels Avenatti
Pfizer seeks U.S. authorization of COVID vaccine for young children ,4,2022-06-02 14:01:51.480549+00:00,reuters,Vaccine Children
U.S. FDA flags risk of heart inflammation after Novavax COVID vaccine ,4,2022-06-03 14:01:37.404616+00:00,reuters,Vaccine Children
"Taiwan lowers 2022 GDP growth forecast, hit by COVID and inflation ",5,2022-05-30 14:01:40.233386+00:00,reuters,China Pacific Taiwan Trade
Dr. Birx: Natural immunity declines with each COVID surge,6,2022-06-03 01:00:27.067845+00:00,foxnews,Covid 10 Days Infectious
"During Omicron, Death Rates Soared for Older Americans",6,2022-06-01 01:00:36.177017+00:00,nytimes,Politics Genes Far
"Coronavirus updates: Once the epicenter of the pandemic, Italy is lifting restrictions for those entering the country.",7,2022-06-01 01:00:36.177017+00:00,nytimes,Italy Binance Regulator
U.S. doctors reconsider Pfizer's Paxlovid for lower-risk COVID patients ,7,2022-05-28 14:01:41.070342+00:00,reuters,Patients Paxlovid Lower Risk
Shanghai Workers Cheer as Covid Lockdown Ends,9,2022-06-02 14:00:47.442383+00:00,wsj,Shanghai Lockdown China Residents
Can I stop isolating if I still keep testing positive for Covid?,9,2022-05-30 01:00:35.116853+00:00,nytimes,Positive Covid
Vaccines for Children Under 5 Could Be Available as Soon as June 21,9,2022-06-03 01:00:38.028577+00:00,nytimes,Vaccine Children
Plan a Response to a Positive Covid Test,10,2022-06-01 14:01:12.395141+00:00,wsj,Positive Covid
Testing Positive in Zero-Covid China,10,2022-05-28 14:01:10.515148+00:00,wsj,Positive Covid
Paxlovid Becomes Household Name for Covid-19 Patients,10,2022-05-30 14:01:31.326661+00:00,wsj,Patients Paxlovid Lower Risk
Pfizer Asks FDA to Authorize Its Covid-19 Vaccine for Children Under 5,10,2022-06-02 01:00:52.888375+00:00,wsj,Vaccine Children
You Can Be Infectious for Covid Even After 10 Days,11,2022-05-31 14:00:46.401435+00:00,wsj,Covid 10 Days Infectious
Can I stop isolating if I still keep testing positive for Covid?,11,2022-05-29 14:00:33.586624+00:00,nytimes,Positive Covid
Vaccinations of young children could begin 'in earnest' by June 21 -White House ,11,2022-06-03 01:01:42.951422+00:00,reuters,Vaccine Children
"
CDC: 1-in-5 adults over 65 may develop long COVID",12,2022-05-28 01:00:27.516833+00:00,foxnews,Covid 10 Days Infectious
Testing Positive for Covid and Using a ‘Backdoor’ to Get Into the U.S.,13,2022-05-29 01:00:47.474495+00:00,nytimes,Positive Covid
Many U.S. hospitals are postponing scans used to diagnose diseases after a Covid lockdown hobbled the main supplier.,14,2022-05-29 01:00:47.474495+00:00,nytimes,Positive Covid
Testing Positive for Covid and Using a ‘Backdoor’ to Get Into the U.S.,14,2022-05-28 14:00:31.291310+00:00,nytimes,Positive Covid
California Gov. Gavin Newsom tests positive for COVID-19,15,2022-05-29 01:00:30.378179+00:00,foxnews,Positive Covid
W.H.O. Predicts Steep Drop in Covid Deaths in Africa This Year,17,2022-06-03 14:00:35.471021+00:00,nytimes,Covid 10 Days Infectious
JBS U.S. units to adopt pandemic response plans after COVID outbreaks ,17,2022-05-28 01:02:08.582519+00:00,reuters,Covid 10 Days Infectious
"Coronavirus can be contagious during a Paxlovid rebound, researchers warn, even if people don't have symptoms",19,2022-05-31 14:00:38.350951+00:00,cnn,Vaccine Children
U.S. interior secretary tests positive for COVID ,19,2022-06-02 14:01:51.480549+00:00,reuters,Positive Covid
"With rise in Covid cases, should people change travel plans? An expert weighs in",21,2022-06-02 14:00:39.660041+00:00,cnn,Covid 10 Days Infectious
U.S. doctors reconsider Pfizer's Paxlovid for lower-risk COVID patients ,21,2022-05-29 14:02:58.270721+00:00,reuters,Patients Paxlovid Lower Risk
Paxlovid Becomes Household Name for Covid-19 Patients,22,2022-05-31 01:01:19.294189+00:00,wsj,Patients Paxlovid Lower Risk
